250,0,0,250,0,0
红楼梦,[清] 曹雪芹 著 , 人民文学出版社 ,isbn00001,2000/1/1,Default,History,0,0,1,0,nil,2000/1/1,2000/1/1
活着,余华 , 作家出版社 ,isbn00002,2000/1/1,Default,Fiction,0,0,2,0,nil,2000/1/1,2000/1/1
1984,[英] 乔治·奥威尔 , 北京十月文艺出版社 ,isbn00003,2000/1/1,Default,Fiction,0,0,3,0,nil,2000/1/1,2000/1/1
百年孤独,[哥伦比亚] 加西亚·马尔克斯 , 南海出版公司 ,isbn00004,2000/1/1,Default,Fiction,0,0,4,0,nil,2000/1/1,2000/1/1
飘,[美国] 玛格丽特·米切尔 , 译林出版社 ,isbn00005,2000/1/1,Default,Fiction,0,0,5,0,nil,2000/1/1,2000/1/1
三体全集,刘慈欣 , 重庆出版社 ,isbn00006,2000/1/1,Default,History,0,0,6,0,nil,2000/1/1,2000/1/1
三国演义（全二册）,[明] 罗贯中 , 人民文学出版社 ,isbn00007,2000/1/1,Default,History,0,0,7,0,nil,2000/1/1,2000/1/1
白夜行,[日] 东野圭吾 , 南海出版公司 ,isbn00008,2000/1/1,Default,Fiction,0,0,8,0,nil,2000/1/1,2000/1/1
福尔摩斯探案全集（上中下）,[英] 阿·柯南道尔 , 1981-8 ,isbn00009,2000/1/1,Default,Fiction,0,0,9,0,nil,2000/1/1,2000/1/1
房思琪的初恋乐园,林奕含 , 北京联合出版公司 ,isbn00010,2000/1/1,Default,Fiction,0,0,10,0,nil,2000/1/1,2000/1/1
动物农场,[英] 乔治·奥威尔 , 上海译文出版社 ,isbn00011,2000/1/1,Default,Fiction,0,0,11,0,nil,2000/1/1,2000/1/1
小王子,[法] 圣埃克苏佩里 , 人民文学出版社 ,isbn00012,2000/1/1,Default,Fiction,0,0,12,0,nil,2000/1/1,2000/1/1
天龙八部,金庸 , 生活.读书.新知三联书店 ,isbn00013,2000/1/1,Default,Fiction,0,0,13,0,nil,2000/1/1,2000/1/1
撒哈拉的故事,三毛 , 哈尔滨出版社 ,isbn00014,2000/1/1,Default,Default,0,0,14,0,nil,2000/1/1,2000/1/1
